"hash","short","current_subject","suggested_subject","flags"
"473f7fa5664f5adbae9c062e514fffd0dec6df51","473f7fa","Add ML observability, feedback capture, and artifact checks","feat(services): Add ML observability, feedback capture, and artifact che","docs-claimed-mismatch;test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"47fd4cb1f401a42ae72fcb2e44e3317613c08315","47fd4cb","chore(infra): initial hardening pass across gateway, webapp, and compose","chore(infra)(infra): Initial hardening pass across gateway, webapp, and","test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=infra vs dir=services);possible-breaking-missing-marker"
"487ba4797defe7789bcfd29aba0d5ecaf13acf57","487ba47","fix: include workspace packages in ml inference build","fix(services): Include workspace packages in ml inference build","subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope= vs dir=services)"
"491745485c06dcafe0d39c46c81e26504480e97d","4917454","feat: modernize webapp with tailwind and shadcn","chore(apps): Modernize webapp with tailwind and shadcn","test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=apps)"
"4a244e38e6f5e3d30412f32739d2d225e0033b57","4a244e3","Fix telemetry deps and align password verification","chore(services): Fix telemetry deps and align password verification","deps-looks-like-chore;code-additions-look-like-feat;needs-body(>=150 LOC);possible-breaking-missing-marker"
"4a2af74156d318c8f038aa4082a4834f85fc63bd","4a2af74","Initial import from apgms-birchal (apgms/)","chore(services): Initial import from apgms-birchal (apgms/)","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"4ac4ea6537a03a6a9ba176c4c1e858b7fc73b46f","4ac4ea6","feat(api-gateway): add readiness, metrics, and graceful shutdown","feat(api-gateway)(api-gateway): Add readiness, metrics, and graceful shu","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"4ae851c577a6250dd270a21a3ddac3d49f50fe27","4ae851c","ci(security): SBOM + SCA fail-on-high + Gitleaks + Trivy + drift guards","ci(security)(security): SBOM + SCA fail-on-high + Gitleaks + Trivy + dri","subject-not-capitalized;scope-mismatch(scope=security vs dir=github)"
"4b3fcfc4c8f3e9f0cb4d8e77720fe52736b5f39a","4b3fcfc","docs: expand security privacy and ops runbooks","docs: Expand security privacy and ops runbooks","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=docs)"
"4bb3c49cf37d8e406c00b70fb00f770f4a311a80","4bb3c49","chore(repo): enforce LF endings; quiet CSV diffs; repo-relative PAYG resolver paths","chore(repo)(repo): Enforce LF endings; quiet CSV diffs; repo-relative PA","subject>72;subject-not-capitalized;scope-mismatch(scope=repo vs dir=tools)"
"4f5a337103a3eceab0f39979ab22865b2eddb663","4f5a337","test(api): discover specs by directory to avoid Windows glob issues","chore(api): Discover specs by directory to avoid Windows glob issues","deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=api vs dir=services)"
"4fdd03104232daafac4bfdf82322e9a252bb0a27","4fdd031","test(api-gateway): discover specs by directory to avoid Windows glob issues","chore(api-gateway): Discover specs by directory to avoid Windows glob is","deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=services)"
"5059faab9a1649573a2ff93731cada2604c4cc10","5059faa","chore(db): check in BankLine idempotencyKey uniqueness migration","chore(db)(db): Check in BankLine idempotencyKey uniqueness migration","subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)"
"50944dce7677ab566f7621a8fd595e4e3ece13d2","50944dc","chore(ops): add smoke testing, dashboards, and observability hooks","feat(ops): Add smoke testing, dashboards, and observability hooks","docs-claimed-mismatch;code-additions-look-like-feat;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs);possible-breaking-missing-marker"
"51239b088ae64886a63768d6794cef21a49a1ca2","51239b0","chore: normalize line endings via .gitattributes","chore(gitattributes): Normalize line endings via .gitattributes","subject-not-capitalized;scope-mismatch(scope= vs dir=gitattributes)"
"51727cc75ec0abdfd990b161428162dcd898d634","51727cc","feat(platform): enforce MFA for high-risk actions and add evidence backup","chore(platform): Enforce MFA for high-risk actions and add evidence back","docs-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker"
"52bd1e76652c11bd8e1f718714dd694c8da40fa4","52bd1e7","feat(api-gateway): secure users and bank lines","feat(api-gateway)(api-gateway): Secure users and bank lines","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"534588ddad4e9a99d381af17dc1675d3ef26d372","534588d","chore(repo): add Prisma migrate/deploy/generate scripts to workspace root","chore(repo)(repo): Add Prisma migrate/deploy/generate scripts to workspa","subject>72;subject-not-capitalized;scope-mismatch(scope=repo vs dir=package.json)"
"5429b59c25c694f772b0bfcf80509c09e53f8a23","5429b59","fix(payg): enforce monotone cumulative max and integer rounding; ratio tests use relative tolerance","fix(payg)(payg): Enforce monotone cumulative max and integer rounding; r","test-claimed-mismatch;subject>72;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=payg vs dir=tools)"
"54d0fbac77e901f95018a7729bbaf420641fb8a9","54d0fba","feat(api-gateway): Zod/Fastify schemas for all external routes and error contract","chore(api-gateway): Zod/Fastify schemas for all external routes and erro","deps-looks-like-chore;code-changes-look-like-refactor;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=shared);possible-breaking-missing-marker"
"578dd87302b924dbb3032c441e5e908ce035c7db","578dd87","chore(gitignore): ignore local helper script","chore(gitignore)(gitignore): Ignore local helper script","subject-not-capitalized"
"57cebece16a0eb2fbc3f9f80ab78f804e35ca89b","57cebec","fix: restore admin data routes with jwt auth","chore(services): Restore admin data routes with jwt auth","test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);fix-no-issue-ref;scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"581ec43ad7d85aa0a94f3eb03bacf2be64ae727b","581ec43","feat(api-gateway): wire PII providers and admin guard","chore(api-gateway): Wire PII providers and admin guard","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"584c90416dfdffb02e4d52b3e491d8780d1641fe","584c904","feat(security): enforce JWT auth, org/role scoping, response redaction, and secure headers","chore(security): Enforce JWT auth, org/role scoping, response redaction,","deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=security vs dir=services);possible-breaking-missing-marker"
"587933f31eefcb14499bcbb357e3bc734b6f67d7","587933f","Add prototype environment handling for admin responses","feat(webapp): Add prototype environment handling for admin responses","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"5a14ed6034f8929495a5d328e72e6b06d3ee81a4","5a14ed6","Fix step-up middleware user id handling","refactor(services): Fix step-up middleware user id handling","code-changes-look-like-refactor"
"5cd858b9c9b55e8d8a339c87df808185c3384fd2","5cd858b","feat(webapp): add WCAG AA-compliant status badges and browser test config","feat(webapp)(webapp): Add WCAG AA-compliant status badges and browser te","subject>72;subject-not-capitalized"
"5d101d430cf6e5a96e692db03982d7f1bfe23d68","5d101d4","feat: add BAS configuration training pipeline","feat(apgms-ml): Add BAS configuration training pipeline","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=apgms-ml)"
"5dd99fee7565b200e82cec4b2d5adfbcaa912994","5dd99fe","Enforce CORS allowlist and add CSP protections","chore(services): Enforce CORS allowlist and add CSP protections","deps-looks-like-chore;code-additions-look-like-feat;possible-breaking-missing-marker"
"5f54244e1f3bb7476cf0c747525a4e87760a5d37","5f54244","feat: harden api gateway cors and csp","feat(services): Harden api gateway cors and csp","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"5fcc53b32782574c2098e04da40cc1bc0451d123","5fcc53b","chore(gitignore): ignore infra/prisma/.env","chore(gitignore)(gitignore): Ignore infra/prisma/.env","subject-not-capitalized"
"5fcd26df36219f7c242e5c851ec6d4721d99d1e2","5fcd26d","Add security monitoring dashboard","feat(webapp): Add security monitoring dashboard","code-additions-look-like-feat;needs-body(>=150 LOC)"
"61eb31d58d66df70f14134668da1a0e55c340d5f","61eb31d","Run Prisma generate on install","chore(package.json): Run Prisma generate on install","deps-looks-like-chore"
"62087168d73df4f79637f41b5c1e6778142ac6bc","6208716","Track remaining designated balances per BAS cycle","refactor(domain): Track remaining designated balances per BAS cycle","code-changes-look-like-refactor"
"633dd642de28020e697457b6b4ecb7851330a8b7","633dd64","chore(history): snapshot before full history rewrite","feat(history): Snapshot before full history rewrite","code-additions-look-like-feat;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=history vs dir=webapp)"
"65a69f7c709b38a6eb0e2c235fe9d5c487413d20","65a69f7","Fix anomaly score computation to use scaled features","refactor(packages): Fix anomaly score computation to use scaled features","code-changes-look-like-refactor"
"669b866a63eadc272e82194c467e312c813f9dce","669b866","test: cover ML manifest verification","chore(services): Cover ML manifest verification","docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"687d498c14dce0f5a1711bb7358f5560a9729d2b","687d498","fix: retry failed nats inference jobs","refactor(services): Retry failed nats inference jobs","code-changes-look-like-refactor;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope= vs dir=services)"
"691eb489012b270a3f74904bf679e3c25ed0295e","691eb48","Fix npm install in workspace packages","chore(packages): Fix npm install in workspace packages","deps-looks-like-chore"
"6a7615996f15b1c201bbe6ed7bddefb98dc49ffb","6a76159","fix(bas): reuse discrepancy evidence artifact","refactor(bas): Reuse discrepancy evidence artifact","code-changes-look-like-refactor;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=bas vs dir=domain)"
"6b15482dbb32a79feb6c38ad6cca7e56a70591fe","6b15482","feat(webapp): add WCAG AA-compliant status badges and browser test config","feat(webapp)(webapp): Add WCAG AA-compliant status badges and browser te","subject>72;subject-not-capitalized"
"6b1e4fc26ff636316143246b68929902aa704a1c","6b1e4fc","Add ML service observability and governance workflows","chore(services): Add ML service observability and governance workflows","docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"6c5d677a2b28982f3a9777311a0bd366c54207fb","6c5d677","eat(compliance): enable payment plan flow and evidence reporting","eat(compliance)(compliance): Enable payment plan flow and evidence repor","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=compliance vs dir=webapp);possible-breaking-missing-marker"
"6d1b4e2000b84d8e5b87d42d5dd3ba60c81adaaa","6d1b4e2","Add BAS guardrails and MFA-gated treasury flows","feat(services): Add BAS guardrails and MFA-gated treasury flows","docs-claimed-mismatch;test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"6de337571f0922b91feacdb3bdb65589726c96df","6de3375","Hash user credentials with Argon2","chore(services): Hash user credentials with Argon2","test-claimed-mismatch;deps-looks-like-chore;possible-breaking-missing-marker"
"6e8aaedc30609659abebdbb5e4ea3486b3038591","6e8aaed","Add ML risk service integration across stack","chore(services): Add ML risk service integration across stack","test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"6ef1ad5e1758f8e8a387ef316845f2379b74e2c2","6ef1ad5","feat(auth): wire end-to-end login/session between webapp and api-gateway","chore(auth): Wire end-to-end login/session between webapp and api-gatewa","deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=auth vs dir=services);possible-breaking-missing-marker"
"6efa52f885f29d6bd064193c53d77101a82b2333","6efa52f","feat(security): issuer/audience/expiry enforcement + reply minimisation + log redaction","chore(security): Issuer/audience/expiry enforcement + reply minimisation","test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=security vs dir=shared);possible-breaking-missing-marker"
"6f66643f35754aa0e98d7e3240f397c3dbec13bc","6f66643","chore(ops): add nightly pipeline and chaos testing playbook","chore(ops)(ops): Add nightly pipeline and chaos testing playbook","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)"
"6fdc896740de20e54a12dddff5d4bc8bbdff0bde","6fdc896","feat(auth): add auth module, route, and plugin in api-gateway","feat(auth)(auth): Add auth module, route, and plugin in api-gateway","subject-not-capitalized;scope-mismatch(scope=auth vs dir=webapp);possible-breaking-missing-marker"
"70a69465a6c34c2ece71d9030607a7aa04ceee5f","70a6946","chore(ops): capture staged diff and last commit metadata","chore(ops)(ops): Capture staged diff and last commit metadata","subject-not-capitalized;scope-mismatch(scope=ops vs dir=artifacts)"
"70d839390d0e3fb6f137702e2e9c11c598dc082a","70d8393","feat(api-gateway): enforce zod validation and safe errors","feat(api-gateway)(api-gateway): Enforce zod validation and safe errors","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"71db586a45a4c1ee3ee6cb346407773aa9f9ca26","71db586","chore(sync): finalize schema, db init, and client wiring after auth integration","chore(sync)(sync): Finalize schema, db init, and client wiring after aut","subject>72;subject-not-capitalized;scope-mismatch(scope=sync vs dir=webapp);possible-breaking-missing-marker"
"71ffddc3cc34b6bc2482a4bb1fe6c1c74cf7245d","71ffddc","feat: add argon2 password hashing and migration","chore(shared): Add argon2 password hashing and migration","test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=shared);possible-breaking-missing-marker"
"72098a6402d675e37d4134012009a964e1c443d8","72098a6","chore(repo): enable safety guards & baseline scripts","chore(repo)(repo): Enable safety guards & baseline scripts","docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=repo vs dir=package.json);possible-breaking-missing-marker"
"723348d00704b87491e4c444d446c220696222ff","723348d","chore: add repo audit workflow and script","chore(scripts): Add repo audit workflow and script","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=scripts)"
"7262b8a72081d304ae0d22d92711442ffbf5624d","7262b8a","chore(repo): one-time LF line ending normalisation","chore(repo)(repo): One-time LF line ending normalisation","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=repo vs dir=services);possible-breaking-missing-marker"
"73434651054e53cbe5957c16a223f3c489374553","7343465","feat(api-gateway): add /ready probe and idempotent POST /bank-lines with Zod validation","chore(api-gateway): Add /ready probe and idempotent POST /bank-lines wit","deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=shared);possible-breaking-missing-marker"
"74fcf168cf90a47b7b1bf3f272c559bf697ea225","74fcf16","Add overview dashboard route","feat(apps): Add overview dashboard route","code-additions-look-like-feat;needs-body(>=150 LOC)"
"758176733a08236f2d93b600319563819a759dd9","7581767","feat: add audit logging for admin actions","chore(services): Add audit logging for admin actions","docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"76df5f8a9e2de631392abf0add487decfe4b9b60","76df5f8","payg: enforce monotone cumulative max + integer rounding; ratio tests use relative tol","payg(tools): Enforce monotone cumulative max + integer rounding; ratio t","test-claimed-mismatch;subject>72;subject-not-capitalized;scope-mismatch(scope= vs dir=tools)"
"776ba964b93e998726f750c78d677d07edff8ad5","776ba96","Document compliance directory index","chore: Document compliance directory index","docs-claimed-mismatch;needs-body(>=150 LOC)"
"779032241e00af40d91200c9737d38a8e3d18fd9","7790322","Add compliance telemetry models and ingestion pipeline","chore(services): Add compliance telemetry models and ingestion pipeline","docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"7863f539fc7767eeebadfa8fdefbd7205c465f15","7863f53","Enforce admin access and mask emails on security users endpoint","feat(services): Enforce admin access and mask emails on security users e","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"78a3367d16df52478663a47e7df0fb8c5246dbdc","78a3367","chore(repo): snapshot before full history rewrite","feat(repo): Snapshot before full history rewrite","code-additions-look-like-feat;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=repo vs dir=webapp)"
"79757a09a9627f77de273c32dfc7ef98306f8756","79757a0","test(api): add /ready probe spec","test(api)(api): Add /ready probe spec","subject-not-capitalized;scope-mismatch(scope=api vs dir=services)"
"7a06f20289c126704d69828309fc43b5a91679b5","7a06f20","chore(compliance): add compliance checklist and wire it into workspace","chore(compliance)(compliance): Add compliance checklist and wire it into","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=compliance vs dir=package.json)"
"7b346a04a3f2e97640eb5d08aa0e1d63def68a3b","7b346a0","feat: add ml inference service","chore(services): Add ml inference service","docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services)"
"7b8978a4182a16278d6160983f27e1184341af24","7b8978a","Add ml-service feedback endpoints and governance controls","chore(services): Add ml-service feedback endpoints and governance contro","docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"7c255dca39a7899d0d3451015bd259c6abbcf605","7c255dc","Document governance training, audits, patents, and vendor controls","docs: Document governance training, audits, patents, and vendor controls","docs-claimed-mismatch"
"7c5f7e4560a446a58afc732e8339e3b846a0269f","7c5f7e4","fix(shared-imports): correct @apgms/shared/* import paths across gateway, webapp, and tests","fix(shared-imports)(shared-imports): Correct @apgms/shared/* import path","test-claimed-mismatch;subject>72;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=shared-imports vs dir=webapp);possible-breaking-missing-marker"
"7c64e61f36930bfa8615bad6163ed764284f0667","7c64e61","chore(db): check in Prisma migration for deleted_at sync","chore(db)(db): Check in Prisma migration for deleted_at sync","subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)"
"7ceaea5fb42679f01de387926a1d09a310b194cc","7ceaea5","chore(deps): bump the dependencies group across 1 directory with 20 updates","chore(deps)(deps): Bump the dependencies group across 1 directory with 2","subject>72;subject-not-capitalized;scope-mismatch(scope=deps vs dir=pnpm-lock.yaml);possible-breaking-missing-marker"
"7db317cb34d64e45d79168d964ba294278be29c1","7db317c","Ensure one-hot encoder outputs dense matrix for gradient boosting","refactor(ml): Ensure one-hot encoder outputs dense matrix for gradient b","code-changes-look-like-refactor"
"7e10cbb3b4069686edfeee03cab891b16e61f1f0","7e10cbb","feat: add compliance ingest pipeline and ml tooling","chore(services): Add compliance ingest pipeline and ml tooling","docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"7e802c1e7d61fc1c2b922dd80ac1e7ec9bd20822","7e802c1","chore(db): add new Prisma migration and record compliance snapshot","chore(db)(db): Add new Prisma migration and record compliance snapshot","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=db vs dir=shared);possible-breaking-missing-marker"
"801d0b2bce9e38de23a8550646a15044a4f56313","801d0b2","Add readiness, metrics, and graceful shutdown to API gateway","feat(services): Add readiness, metrics, and graceful shutdown to API gat","test-claimed-mismatch;possible-breaking-missing-marker"
"80bd55c44ecca97a0d7b450742efbfdf19b75e8f","80bd55c","Map discrepancy telemetry models to snake_case tables","chore(shared): Map discrepancy telemetry models to snake_case tables","possible-breaking-missing-marker"
"81ac40542084a92c60c2be70e7c388516dca7c9c","81ac405","feat(api): Zod/Fastify schemas for all external routes + error contract","chore(api): Zod/Fastify schemas for all external routes + error contract","deps-looks-like-chore;code-changes-look-like-refactor;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api vs dir=shared);possible-breaking-missing-marker"
"830cd8b2f1d87a1b3e7a2f0443a78f78370cd3a5","830cd8b","chore: enforce LF endings; quiet CSV diffs; payg(resolver) repo-relative CSV and scaling","chore(tools): Enforce LF endings; quiet CSV diffs; payg(resolver) repo-r","subject>72;subject-not-capitalized;scope-mismatch(scope= vs dir=tools)"
"83ae59cba544f85857e7db9893727f90d01e0b14","83ae59c","Harden regulator login validation and restore metrics","chore(services): Harden regulator login validation and restore metrics","test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker"
"852bf3db95329d79c927b10868f0f1411f7dc22d","852bf3d","Add discrepancy event telemetry pipeline","feat(services): Add discrepancy event telemetry pipeline","docs-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"85853cc2ad7ca9aa07068c1f42741924b3d0b2dc","85853cc","feat(api-gateway): secure bank line endpoints","feat(api-gateway)(api-gateway): Secure bank line endpoints","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker"
"85cf022f1cccfd8920f222175300068598db4903","85cf022","Enforce finance roles on BAS and designated account actions","feat(services): Enforce finance roles on BAS and designated account acti","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"86798fa3e9bb6020c6fd6fd3b5afc298e7f7a059","86798fa","chore(ops): capture working tree and diff snapshot","chore(ops)(ops): Capture working tree and diff snapshot","subject-not-capitalized;scope-mismatch(scope=ops vs dir=artifacts)"
"86cd6e6ca7dbfba9e2415c5441c661de726df7ba","86cd6e6","chore(ops): define alerting and align gateway behavior with runbook","chore(ops)(ops): Define alerting and align gateway behavior with runbook","docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)"
"873008c4f8a7393443773fb04f0cb9ac2867b408","873008c","docs: record diff vs origin main","chore(services): Record diff vs origin main","test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"8828bbaca7cba96dce491ae045fe1a65a020a32a","8828bba","refactor(platform): centralize runtime config, tighten auth/metrics, and add typed boundaries","chore(platform): Centralize runtime config, tighten auth/metrics, and ad","docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker"
"8915d142cfc35694c64944c37b5d804ffd38d2ba","8915d14","chore: tighten ci coverage gate","chore(scripts): Tighten ci coverage gate","subject-not-capitalized;scope-mismatch(scope= vs dir=scripts)"
"892df7059b83ce39a8fc7b02a360ac40dd0c37e5","892df70","Fix ATO submission import and add worker claiming","refactor(worker): Fix ATO submission import and add worker claiming","code-changes-look-like-refactor"
"893c6760ac6352febb8682d5bb4678b24cd25734","893c676","feat: add PAYGW flow manager page","feat(apps): Add PAYGW flow manager page","subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=apps)"
"8a98e53d68e3687f893908c8d51df28dc1a11a84","8a98e53","Add authentication, validation, and idempotency to bank lines","feat(services): Add authentication, validation, and idempotency to bank","test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker"
"8b975d8b1b121d55ffe40e7766f873d62027242d","8b975d8","Add LightGBM training script for apportion model","feat(apgms-ml): Add LightGBM training script for apportion model","code-additions-look-like-feat;needs-body(>=150 LOC)"
"8ba784db0748c285d12fba278eca1e5189a33c46","8ba784d","Handle bcrypt hashes during login","refactor(services): Handle bcrypt hashes during login","code-changes-look-like-refactor"
"8bd460f9266f0f1759ad0f43b9c6db2e576452a1","8bd460f","chore(repo): normalize line endings via .gitattributes","chore(repo)(repo): Normalize line endings via .gitattributes","subject-not-capitalized;scope-mismatch(scope=repo vs dir=gitattributes)"
"8d639cf9ee5c0e0f169337a9dac27a35e74499d3","8d639cf","feat(regulator): Phase 7  Regulator Portal & Continuous Monitoring","chore(regulator): Phase 7  Regulator Portal & Continuous Monitoring","docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=regulator vs dir=webapp);possible-breaking-missing-marker"
"8dadacd9f9b069486fcebf7e0ef06bef184037b1","8dadacd","Add APGMS matcher training pipeline and evaluation tooling","feat(src): Add APGMS matcher training pipeline and evaluation tooling","code-additions-look-like-feat;needs-body(>=150 LOC)"
"8e3a6456484664f43b45e49e46905564420974e6","8e3a645","feat(api): add /ready probe and idempotent POST /bank-lines with Zod validation","chore(api): Add /ready probe and idempotent POST /bank-lines with Zod va","deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api vs dir=shared);possible-breaking-missing-marker"
"8e62dbf1cd8cab1aa78e7f154efc23c058f672eb","8e62dbf","feat(webapp): add obligations routes and tests","feat(webapp)(webapp): Add obligations routes and tests","test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC)"
"8ee6dff2e0d6d13e2ec7dcd35b00f36321c3377f","8ee6dff","chore: update ci workflows and scripts","chore(services): Update ci workflows and scripts","subject-not-capitalized;scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker"
"9156afdd2ccf72fd2e6999b27eb624f693684ece","9156afd","test(coverage): unit/integration for audit-chain, snapshots, idempotency; enforce >=85%","chore(coverage): Unit/integration for audit-chain, snapshots, idempotenc","deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=coverage vs dir=services);possible-breaking-missing-marker"
"918d11473a837e9442624ec7bab662c0031ae4ac","918d114","feat(webapp): add admin prototype router and feature flag","feat(webapp)(webapp): Add admin prototype router and feature flag","subject-not-capitalized;needs-body(>=150 LOC);possible-breaking-missing-marker"
"91a4447afcc253a68567fc1ec4c6d9285b4f38f7","91a4447","Document DSP readiness and governance workflows","docs(runbooks): Document DSP readiness and governance workflows","docs-claimed-mismatch"
"9232bac21106d5376088a20ec963851154aa34b2","9232bac","feat(api): @fastify/helmet + strict CORS + CSP headers","feat(api)(api): @fastify/helmet + strict CORS + CSP headers","test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=api vs dir=services);possible-breaking-missing-marker"
"92410b2fb324a0fd5ee0a48eb062aeb08ee78db4","92410b2","feat(webapp): add layout shell and compliance routes","feat(webapp)(webapp): Add layout shell and compliance routes","subject-not-capitalized;needs-body(>=150 LOC)"
"924767d9e47423e0474f96c384f7efff7a82cfde","924767d","test(api-gateway): add /ready health probe spec","test(api-gateway)(api-gateway): Add /ready health probe spec","subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=services)"
"93323220c7ca6f40d1e286a5ccd39b32f76ae7aa","9332322","Bucket CORS rejection metrics to avoid unbounded labels","feat(services): Bucket CORS rejection metrics to avoid unbounded labels","code-additions-look-like-feat;possible-breaking-missing-marker"
"94580d99db8920c0ba1901fe06639cac643921e2","94580d9","chore(db): add Prisma migrate/deploy/generate scripts to workspace root","chore(db)(db): Add Prisma migrate/deploy/generate scripts to workspace r","subject-not-capitalized;scope-mismatch(scope=db vs dir=package.json)"
"9616bd3ef84b347798090d66f4a8d54fa5e31a9e","9616bd3","wip: snapshot before commit rewrite","feat(coverage): Snapshot before commit rewrite","code-additions-look-like-feat;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=coverage);possible-breaking-missing-marker"
"964a52d743e5b8ba3bfa6e5a4b00e639e42c1ed3","964a52d","chore: add .gitignore for venv, extracted data, caches, builds","chore(gitignore): Add .gitignore for venv, extracted data, caches, build","subject-not-capitalized;scope-mismatch(scope= vs dir=gitignore)"
"967b32074b771874eb047b4fd80817b697ec0aab","967b320","Improve accessibility infrastructure","refactor(webapp): Improve accessibility infrastructure","code-changes-look-like-refactor"
