hash,short,date,author,subject,files_changed,insertions,deletions,top_paths,inferred_type,prefix,flags,scope,dominant_dir,has_issue_ref,declares_breaking,body_lines
852bf3db95329d79c927b10868f0f1411f7dc22d,852bf3d,2025-11-10 20:07:00 +1000,matthewdau85,"Add discrepancy event telemetry pipeline",12,1094,8,"db/migrations/20251105090000_discrepancy_event_tracking.sql;runbooks/training-data.md;services/api-gateway/src/app.ts;services/api-gateway/src/config.ts;services/api-gateway/src/lib/event-publisher.ts;services/api-gateway/src/routes/compliance.ts",feat(db),,"docs-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
473f7fa5664f5adbae9c062e514fffd0dec6df51,473f7fa,2025-11-10 20:02:30 +1000,matthewdau85,"Add ML observability, feedback capture, and artifact checks",11,942,1,".github/workflows/model-artifact-checks.yml;infra/observability/grafana/dashboards.json;infra/observability/prometheus/prometheus.yml;infra/observability/prometheus/rules/ml-service.rules.yml;runbooks/ml-operations.md;services/api-gateway/src/app.ts",feat+test,,"docs-claimed-mismatch;test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
40741d2cba75edde4a5489e4e3191a036d5bd6ff,40741d2,2025-11-10 20:01:04 +1000,matthewdau85,"feat: scaffold ml-core package and feature pipelines",15,641,0,"artifacts/notebooks/gradient_boosting_baseline.ipynb;artifacts/notebooks/isolation_forest_baseline.ipynb;docs/ml/README.md;packages/ml-core/README.md;packages/ml-core/pyproject.toml;packages/ml-core/src/ml_core/__init__.py",feat,feat,"docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)",,packages,0,0,0
9aa6ceb865d537cc8bc419a3636113b7675ae926,9aa6ceb,2025-11-10 19:34:08 +1000,matthewdau85,"feat: scaffold model service workspace",9,1337,6,"packages/model-service/.eslintrc.cjs;packages/model-service/README.md;packages/model-service/package.json;packages/model-service/src/index.ts;packages/model-service/src/pipeline.ts;packages/model-service/tests/modelService.test.ts",feat+test,feat,"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)",,packages,0,0,0
c56e74be54d071d1eab348d3c75aa99e3c267450,c56e74b,2025-11-10 19:33:50 +1000,matthewdau85,"feat(inference): expose model scoring over http and nats",22,804,1,"README.md;docs/architecture/README.md;docs/architecture/inference-service.md;pnpm-lock.yaml;services/inference/package.json;services/inference/src/app.ts",feat+test,feat(inference),"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=inference vs dir=services)",inference,services,0,0,0
cbb4b278754a0ac4e7e14fa1784c6f5ac5595b06,cbb4b27,2025-11-10 19:21:55 +1000,matthewdau85,"feat: formalise transactional events and retention",22,1278,4,"docs/architecture/README.md;docs/architecture/data/README.md;infra/event-bus/README.md;services/audit/events/README.md;services/audit/events/catalog.js;services/audit/events/catalog.ts",feat+test,feat,"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker",,services,0,0,0
7b346a04a3f2e97640eb5d08aa0e1d63def68a3b,7b346a0,2025-11-10 19:21:34 +1000,matthewdau85,"feat: add ml inference service",17,887,0,"infra/deployments/ml-inference/docker-compose.yml;infra/deployments/ml-inference/k8s-deployment.yaml;infra/event-bus/subjects.md;pnpm-lock.yaml;runbooks/ml_inference.md;services/ml-inference/Dockerfile",feat,feat,"docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services)",,services,0,0,0
9e5f062047ab97c7d06f1d4ae1e94439fd962487,9e5f062,2025-11-10 19:21:15 +1000,matthewdau85,"feat: add model service data pipelines",10,1767,0,"packages/model-service/README.md;packages/model-service/artifacts/dataset-manifest.json;packages/model-service/artifacts/payroll_feature_schema.json;packages/model-service/data/export-payroll-data.ts;packages/model-service/data/inspect-prisma-schema.ts;packages/model-service/package.json",feat,feat,"docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)",,packages,0,0,0
2c9d9b99ac54001bb770d2718960ee3993878de2,2c9d9b9,2025-11-10 19:17:56 +1000,matthewdau85,"Automate ML retraining and tighten retention controls",12,576,11,".github/workflows/ml_retrain.yml;docs/ml/policies.md;package.json;scripts/ml-retrain.mjs;services/api-gateway/src/routes/admin.data.js;services/api-gateway/src/schemas/admin.data.js",feat+test,,"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
ed958de6aecab2053d014acd3e391a1e206fdb75,ed958de,2025-11-10 09:11:17 +0000,dependabot[bot],"chore(deps): bump actions/setup-python from 5 to 6",1,1,1,".github/workflows/python-tests.yml",ci,chore(deps),"subject-not-capitalized;scope-mismatch(scope=deps vs dir=github)",deps,github,0,0,14
7ceaea5fb42679f01de387926a1d09a310b194cc,7ceaea5,2025-11-10 09:07:07 +0000,dependabot[bot],"chore(deps): bump the dependencies group across 1 directory with 20 updates",6,1725,1474,"apps/phase1-demo/package.json;package.json;packages/ledger/package.json;pnpm-lock.yaml;services/api-gateway/package.json;webapp/package.json",chore(deps),chore(deps),"subject>72;subject-not-capitalized;scope-mismatch(scope=deps vs dir=pnpm-lock.yaml);possible-breaking-missing-marker",deps,pnpm-lock.yaml,0,0,2
6d1b4e2000b84d8e5b87d42d5dd3ba60c81adaaa,6d1b4e2,2025-11-10 18:54:24 +1000,matthewdau85,"Add BAS guardrails and MFA-gated treasury flows",7,741,13,"docs/ip/guardrails.md;domain/policy/designated-accounts.ts;services/api-gateway/src/app.ts;services/api-gateway/src/routes/bas.ts;services/api-gateway/src/routes/designated-accounts.ts;services/api-gateway/test/bas.routes.spec.ts",feat+test,,"docs-claimed-mismatch;test-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
156dab5fca58f49c5e7ac534752d99b994af04b7,156dab5,2025-11-10 18:52:40 +1000,matthewdau85,"feat: add connectors tax adapters",12,924,5,"domain/policy/designated-accounts.ts;services/connectors/src/adapters/payroll.ts;services/connectors/src/adapters/pos.ts;services/connectors/src/designated.ts;services/connectors/src/index.ts;services/connectors/src/tax-engine.ts",feat+test,feat,"test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker",,services,0,0,0
1b833504b74f6cceb4af6a68fe2590299e1d5405,1b83350,2025-11-10 18:52:31 +1000,matthewdau85,"feat: integrate partner banking APIs and BAS orchestration",9,852,3,"domain/bas/orchestrator.ts;domain/policy/designated-accounts.ts;providers/banking/base.ts;providers/banking/index.ts;providers/banking/partner-api.ts;providers/banking/types.ts",feat+test,feat,"test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=providers);possible-breaking-missing-marker",,providers,0,0,0
7262b8a72081d304ae0d22d92711442ffbf5624d,7262b8a,2025-11-10 14:19:58 +1000,Matthew Donovan,"chore(repo): one-time LF line ending normalisation",22,1159,2915,"pnpm-lock.yaml;services/api-gateway/package.json;services/api-gateway/src/app.ts;services/api-gateway/src/config.ts;services/api-gateway/src/index.ts;services/api-gateway/src/lib/encryption.ts",refactor,chore(repo),"subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=repo vs dir=services);possible-breaking-missing-marker",repo,services,0,0,0
e54643af72e72c2eb7dd0bed6f9d8776bbb76fd9,e54643a,2025-11-10 14:19:58 +1000,Matthew Donovan,"chore(repo): add .gitignore for venv, extracted data, caches, builds",1,18,19,".gitignore",chore,chore(repo),"subject-not-capitalized;scope-mismatch(scope=repo vs dir=gitignore)",repo,gitignore,0,0,0
4bb3c49cf37d8e406c00b70fb00f770f4a311a80,4bb3c49,2025-11-10 14:14:36 +1000,Matthew Donovan,"chore(repo): enforce LF endings; quiet CSV diffs; repo-relative PAYG resolver paths",2,43,69,".gitattributes;tools/ato_scraper/payg_resolver.py",refactor,chore(repo),"subject>72;subject-not-capitalized;scope-mismatch(scope=repo vs dir=tools)",repo,tools,0,0,0
5429b59c25c694f772b0bfcf80509c09e53f8a23,5429b59,2025-11-10 14:08:35 +1000,Matthew Donovan,"fix(payg): enforce monotone cumulative max and integer rounding; ratio tests use relative tolerance",3,22,14,"data/external/ato/payg/payg_tables_normalized.csv;tests/test_payg_resolver.py;tools/ato_scraper/normalize_payg_from_csvs.py",feat+test,fix(payg),"test-claimed-mismatch;subject>72;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=payg vs dir=tools)",payg,tools,0,0,0
deea25508afac475f7ec5712c6f5a402c40eb2b0,deea255,2025-11-10 14:03:27 +1000,Matthew Donovan,"fix(payg): robust CSV decoding + relaxed monthly scaling tolerance",3,28,16,"data/external/ato/payg/payg_tables_normalized.csv;tests/test_payg_resolver.py;tools/ato_scraper/normalize_payg_from_csvs.py",feat+test,fix(payg),"test-claimed-mismatch;subject-not-capitalized;fix-no-issue-ref;scope-mismatch(scope=payg vs dir=tools)",payg,tools,0,0,0
aba172f8b6cab3d64398566a59d327afdec20bc7,aba172f,2025-11-10 13:59:13 +1000,Matthew Donovan,"test(payg): repo-relative normalizer; resolver scaling checks; CSV artifact",4,91,270,"pytest.ini;tests/test_payg_resolver.py;tests/test_payg_tables.py;tools/ato_scraper/normalize_payg_from_csvs.py",feat+test,test(payg),"subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=payg vs dir=tests)",payg,tests,0,0,0
3156f774b9cdad4fe474b6f3e982560589bcec18,3156f77,2025-11-10 08:49:57 +1000,Matthew Donovan,"feat(payg): normalization and resolver tests; CSV artifact and CI workflow",10,429,0,".github/workflows/python-tests.yml;data/external/ato/payg/payg_tables_normalized.csv;pytest.ini;requirements.txt;tests/test_payg_resolver.py;tests/test_payg_tables.py",feat+test,feat(payg),"test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=payg vs dir=tools)",payg,tools,0,0,0
f0fb96b0f9083c7966f7bac12f989f4a2728e858,f0fb96b,2025-11-01 03:02:03 +1000,Matthew Donovan,"feat(ops): Prometheus /metrics + OTEL traces + readiness (deps) + graceful shutdown",8,538,135,"services/api-gateway/package.json;services/api-gateway/src/app.ts;services/api-gateway/src/config.ts;services/api-gateway/src/observability/metrics.ts;services/api-gateway/src/observability/prisma-metrics.ts;services/api-gateway/src/observability/tracing.ts",feat,feat(ops),"deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=ops vs dir=services);possible-breaking-missing-marker",ops,services,0,0,0
3d2fe120a95d87c42bcbe91b3e407f16ff1e3ffd,3d2fe12,2025-11-01 02:07:43 +1000,Matthew Donovan,"feat(banking): provider adapters + designated one-way account policy engine",18,1040,1,"README.md;docs/compliance/designated-accounts.md;domain/policy/designated-accounts.ts;providers/banking/anz.ts;providers/banking/base.ts;providers/banking/index.ts",feat+test,feat(banking),"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=banking vs dir=providers);possible-breaking-missing-marker",banking,providers,0,0,0
c9a3b62aaf62aae7a296d339c8ca136c4f40c03f,c9a3b62,2025-11-01 00:32:15 +1000,Matthew Donovan,"feat(api-gateway): idempotency keys for POST/PATCH and dedupe storage",9,708,309,"README.md;services/api-gateway/src/app.ts;services/api-gateway/src/lib/idempotency.ts;services/api-gateway/test/privacy.spec.ts;shared/prisma/migrations/20251020183646_add_bankline_idempotency/migration.sql;shared/prisma/migrations/20251104100000_idempotency_keys/migration.sql",feat+test,feat(api-gateway),"docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=shared);possible-breaking-missing-marker",api-gateway,shared,0,0,0
54d0fbac77e901f95018a7729bbaf420641fb8a9,54d0fba,2025-10-31 23:23:16 +1000,Matthew Donovan,"feat(api-gateway): Zod/Fastify schemas for all external routes and error contract",8,307,295,"services/api-gateway/src/app.ts;services/api-gateway/src/lib/validation.ts;services/api-gateway/src/routes/auth.ts;shared/package.json;shared/src/errors.ts;shared/src/index.ts",refactor,feat(api-gateway),"deps-looks-like-chore;code-changes-look-like-refactor;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=api-gateway vs dir=shared);possible-breaking-missing-marker",api-gateway,shared,0,0,0
10afe8ff2a6a9e4e830399218a084c38356427da,10afe8f,2025-10-31 22:31:49 +1000,Matthew Donovan,"feat(auth): MFA (WebAuthn/TOTP) + end-to-end encryption envelopes",23,1691,124,".env.example;README.md;pnpm-lock.yaml;services/api-gateway/package.json;services/api-gateway/src/app.ts;services/api-gateway/src/config.ts",feat+test,feat(auth),"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=auth vs dir=services);possible-breaking-missing-marker",auth,services,0,0,0
6efa52f885f29d6bd064193c53d77101a82b2333,6efa52f,2025-10-31 10:40:12 +1000,Matthew Donovan,"feat(security): issuer/audience/expiry enforcement + reply minimisation + log redaction",18,526,37,"scripts/verify-no-conflicts.mjs;services/api-gateway/src/auth.ts;services/api-gateway/src/routes/auth.ts;services/api-gateway/src/routes/regulator-auth.ts;services/api-gateway/src/routes/tax.js;services/api-gateway/src/routes/tax.ts",feat+test,feat(security),"test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=security vs dir=shared);possible-breaking-missing-marker",security,shared,0,0,0
1ed53c7e178cbc8362778191a5c1b08eff0b3773,1ed53c7,2025-10-31 09:19:07 +1000,Matthew Donovan,"feat(api-gateway): add helmet, strict CORS, and CSP headers",3,105,12,"services/api-gateway/src/app.ts;services/api-gateway/test/security.headers.spec.ts;webapp/index.html",feat+test,feat(api-gateway),"test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker",api-gateway,services,0,0,0
f6dcadce4c248533568fb48626637975063d6805,f6dcadc,2025-10-31 09:08:54 +1000,Matthew Donovan,"chore(repo): enable safety guards & baseline scripts",6,90,14,".nvmrc;.tool-versions;README.md;package.json;scripts/verify-no-conflicts.mjs;services/api-gateway/test/run.ts",feat+test,chore(repo),"docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=repo vs dir=package.json);possible-breaking-missing-marker",repo,package.json,0,0,0
3e9654f492ff552d409627b159d48a3cffc4efbd,3e9654f,2025-10-31 08:32:47 +1000,Matthew Donovan,"feat(regulator): Phase 7  Regulator Portal & Continuous Monitoring",31,3675,365,".env.example;.github/workflows/nightly.yml;docs/compliance/checklist.md;docs/ops/regulator-portal.md;docs/ops/runbook.md;package.json",feat(db),feat(regulator),"docs-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=regulator vs dir=webapp);possible-breaking-missing-marker",regulator,webapp,0,0,0
51727cc75ec0abdfd990b161428162dcd898d634,51727cc,2025-10-31 03:11:28 +1000,Matthew Donovan,"feat(platform): enforce MFA for high-risk actions and add evidence backup",21,1051,73,".github/workflows/backup.yml;db/{init.sql => init.sql.skip};docs/ops/dashboards.md;docs/ops/promql.md;docs/ops/runbook.md;package.json",feat(db),feat(platform),"docs-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker",platform,services,0,0,0
38866dca29f63eeae96a2a0493129c64aae47831,38866dc,2025-10-30 03:48:52 +1000,Matthew Donovan,"feat(compliance): enable payment plan flow and evidence reporting",7,616,53,"db/init.sql;services/api-gateway/src/app.ts;shared/prisma/migrations/20251102120000_phase4_payment_plan/migration.sql;shared/prisma/schema.prisma;webapp/src/BasPage.tsx;webapp/src/CompliancePage.tsx",feat(db),feat(compliance),"subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=compliance vs dir=webapp);possible-breaking-missing-marker",compliance,webapp,0,0,0
b2850c6eb643069df6182f18e8ac413f9edd71d8,b2850c6,2025-10-30 02:56:36 +1000,Matthew Donovan,"feat(compliance): add designated holding accounts and surface balances in API/UI",8,739,35,"db/init.sql;services/api-gateway/src/app.ts;shared/prisma/migrations/20251102103000_phase3_designated_accounts/migration.sql;shared/prisma/schema.prisma;webapp/src/BasPage.tsx;webapp/src/CompliancePage.tsx",feat(db),feat(compliance),"subject>72;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=compliance vs dir=webapp);possible-breaking-missing-marker",compliance,webapp,0,0,0
d9fa8bf1d67bfd8dea95b83169e0919bc279e36e,d9fa8bf,2025-10-30 01:59:08 +1000,Matthew Donovan,"feat(platform): persist alerts/BAS cycles and wire Phase 2 UI flows",9,752,111,"db/init.sql;services/api-gateway/src/app.ts;shared/prisma/migrations/20251102090000_phase2_alerts_bascycle/migration.sql;shared/prisma/schema.prisma;webapp/src/AlertsPage.tsx;webapp/src/BasPage.tsx",feat(db),feat(platform),"subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=platform vs dir=webapp);possible-breaking-missing-marker",platform,webapp,0,0,0
78a3367d16df52478663a47e7df0fb8c5246dbdc,78a3367,2025-10-30 00:37:07 +1000,Matthew Donovan,"chore(repo): snapshot before full history rewrite",1,425,234,"webapp/src/DashboardPage.tsx",feat,chore(repo),"code-additions-look-like-feat;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=repo vs dir=webapp)",repo,webapp,0,0,0
06d655080c4b1a6fae246d4041124716cb886aba,06d6550,2025-10-30 00:32:37 +1000,Matthew Donovan,"chore(db): finalize schema, db init, and client wiring after auth integration",7,628,79,"db/init.sql;pnpm-lock.yaml;services/api-gateway/src/app.ts;shared/prisma/schema.prisma;webapp/package.json;webapp/src/App.tsx",feat(db),chore(db),"subject>72;subject-not-capitalized;scope-mismatch(scope=db vs dir=webapp);possible-breaking-missing-marker",db,webapp,0,0,6
6ef1ad5e1758f8e8a387ef316845f2379b74e2c2,6ef1ad5,2025-10-28 18:51:39 +1000,Matthew Donovan,"feat(auth): wire end-to-end login/session between webapp and api-gateway",15,648,553,"db/init.sql;docker-compose.yml;pnpm-lock.yaml;services/api-gateway/package.json;services/api-gateway/src/app.ts;services/api-gateway/src/auth.ts",feat,feat(auth),"deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=auth vs dir=services);possible-breaking-missing-marker",auth,services,0,0,6
a0200e864e2fe68cb234e346fe87153c29d2af99,a0200e8,2025-10-28 05:23:11 +1000,Matthew Donovan,"feat(webapp): introduce login flow and dashboard; harden api-gateway",23,1308,1132,"docker-compose.yml;pnpm-lock.yaml;services/api-gateway/package.json;services/api-gateway/src/app.ts;services/api-gateway/src/auth.ts;services/api-gateway/src/config.ts",feat,feat(webapp),"deps-looks-like-chore;subject-not-capitalized;possible-breaking-missing-marker",webapp,webapp,0,0,6
d9e6efdb097f0cc72d223b58f4c5513ef4380c1a,d9e6efd,2025-10-28 01:04:20 +1000,Matthew Donovan,"chore(deploy): scaffold DB init/seed and tighten service startup/runtime",14,23722,452,"Export-FolderTree.ps1;db/init.sql;docker-compose.yml;folder-structure.txt;services/api-gateway/Dockerfile;services/api-gateway/db_schema.sql",feat(db),chore(deploy),"subject-not-capitalized;scope-mismatch(scope=deploy vs dir=services);possible-breaking-missing-marker",deploy,services,0,0,6
b282f82468439e98a39db291561972eef2178c0b,b282f82,2025-10-26 23:57:28 +1000,Matthew Donovan,"feat(api-gateway): add auth module, route, and plugin",18,1877,120,"20251101_add_payroll.sql;db/payroll.sql;services/api-gateway/src/app.ts;services/api-gateway/src/index.ts;services/api-gateway/src/lib/masking.ts;services/api-gateway/src/security/providers.ts",feat(db),feat(api-gateway),"subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=webapp);possible-breaking-missing-marker",api-gateway,webapp,0,0,4
47fd4cb1f401a42ae72fcb2e44e3317613c08315,47fd4cb,2025-10-26 22:50:03 +1000,Matthew Donovan,"chore(infra): initial hardening pass across gateway, webapp, and compose",43,3529,347,"Export-CodeDumpPdf.ps1;apps/webapp/Dockerfile;docker-compose.yml;services/api-gateway/Dockerfile;services/api-gateway/package.json;services/api-gateway/src/app.ts",feat+test,chore(infra),"test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=infra vs dir=services);possible-breaking-missing-marker",infra,services,0,0,4
29159f8518e946a126f557e81d18512ac9c0d376,29159f8,2025-10-26 01:24:25 +1000,Matthew Donovan,"refactor(api-gateway): extract server entrypoint and update ops runbook",11,1780,278,".github/workflows/ci.yml;README.md;package.json;pnpm-lock.yaml;runbooks/ops.md;services/api-gateway/package.json",feat+test,refactor(api-gateway),"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject-not-capitalized;scope-mismatch(scope=api-gateway vs dir=services);possible-breaking-missing-marker",api-gateway,services,0,0,7
584c90416dfdffb02e4d52b3e491d8780d1641fe,584c904,2025-10-25 22:46:20 +1000,Matthew Donovan,"feat(security): enforce JWT auth, org/role scoping, response redaction, and secure headers",5,657,103,"pnpm-lock.yaml;services/api-gateway/src/app.ts;services/api-gateway/src/plugins/auth.ts;services/api-gateway/src/routes/bank-lines.ts;services/api-gateway/src/utils/orgScope.ts",feat,feat(security),"deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=security vs dir=services);possible-breaking-missing-marker",security,services,0,0,7
fed62c3d5f543eba3f5b4d2ab7da611c18358410,fed62c3,2025-10-25 18:49:10 +1000,Matthew Donovan,"feat(platform): introduce messaging bus, ledger module, tax utils, and operational framework",38,4243,121,".env.example;apps/phase1-demo/package.json;apps/phase1-demo/src/index.ts;apps/phase1-demo/src/types/uuid.d.ts;apps/phase1-demo/tsconfig.json;docker-compose.nats.yml",feat+test,feat(platform),"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=platform vs dir=shared);possible-breaking-missing-marker",platform,shared,0,0,9
7e802c1e7d61fc1c2b922dd80ac1e7ec9bd20822,7e802c1,2025-10-24 06:29:43 +1000,Matthew Donovan,"chore(db): add new Prisma migration and record compliance snapshot",2,220,0,"artifacts/compliance/local-20250223.md;shared/prisma/migrations/20251023202136_/migration.sql",chore(db),chore(db),"docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=db vs dir=shared);possible-breaking-missing-marker",db,shared,0,0,5
3eadee525fd3d3446eca5dbf3cbef3130886143b,3eadee5,2025-10-24 05:42:45 +1000,Matthew Donovan,"refactor(db): improve shared DB client/connection handling",1,4,1,"shared/src/db.ts",refactor,refactor(db),"subject-not-capitalized;scope-mismatch(scope=db vs dir=shared)",db,shared,0,0,4
d590f8f948b5746fb394d28a6b32b05aa008020d,d590f8f,2025-10-24 05:17:35 +1000,Matthew Donovan,"chore(ops): add nightly pipeline and chaos testing playbook",3,90,2,".github/workflows/nightly.yml;docs/ops/chaos.md;docs/ops/runbook.md",ci,chore(ops),"docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)",ops,docs,0,0,5
aff6ebde1b80bd5d5c25b5e5e79b45aaf7ad7c79,aff6ebd,2025-10-24 04:28:38 +1000,Matthew Donovan,"chore(security): add PII key rotation tooling and incident response template",7,102,5,"README.md;docs/ops/runbook.md;docs/security/ASVS-mapping.md;docs/security/TFN-SOP.md;package.json;scripts/rotate-pii-keys.mjs",chore,chore(security),"docs-claimed-mismatch;subject>72;subject-not-capitalized;scope-mismatch(scope=security vs dir=docs)",security,docs,0,0,6
216021222e634aa41506227cf805512f121b6850,2160212,2025-10-24 03:58:10 +1000,Matthew Donovan,"chore(ops): add dependency monitoring and evidence collection workflow",7,124,10,".github/dependabot.yml;README.md;docs/compliance/checklist.md;docs/ops/runbook.md;package.json;scripts/collect-evidence.mjs",ci,chore(ops),"docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)",ops,docs,0,0,6
39142c1c0f72d68c789f5eaa1ae4bfb7590c0abc,39142c1,2025-10-24 03:43:47 +1000,Matthew Donovan,"chore(compliance): add compliance checklist and wire it into workspace",2,15,1,"docs/compliance/checklist.md;package.json",chore,chore(compliance),"docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=compliance vs dir=package.json)",compliance,package.json,0,0,4
3db79fd6022dc83af69896becc92d7f714d4c007,3db79fd,2025-10-24 03:38:44 +1000,Matthew Donovan,"chore(ops): add smoke testing, dashboards, and observability hooks",8,105,12,".github/workflows/ci.yml;README.md;docs/accessibility/smoke.md;docs/ops/dashboards.md;docs/ops/runbook.md;k6/smoke.js",feat,chore(ops),"docs-claimed-mismatch;code-additions-look-like-feat;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs);possible-breaking-missing-marker",ops,docs,0,0,8
8828bbaca7cba96dce491ae045fe1a65a020a32a,8828bba,2025-10-24 03:18:49 +1000,Matthew Donovan,"refactor(platform): centralize runtime config, tighten auth/metrics, and add typed boundaries",26,727,231,".env.example;.github/workflows/ci.yml;docs/privacy/dpia.md;docs/security/ASVS-mapping.md;package.json;services/api-gateway/package.json",feat+test,refactor(platform),"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;subject>72;subject-not-capitalized;scope-mismatch(scope=platform vs dir=services);possible-breaking-missing-marker",platform,services,0,0,8
ff1a71e49708c1bace3209e1d461d6e747b83e3c,ff1a71e,2025-10-24 00:43:47 +1000,Matthew Donovan,"chore(ci): tighten security pipeline and align gateway tests",13,315,230,".github/workflows/ci.yml;.github/workflows/security.yml;docs/privacy/dpia.md;docs/security/ASVS-mapping.md;pnpm-lock.yaml;services/api-gateway/package.json",feat+test,chore(ci),"docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ci vs dir=services);possible-breaking-missing-marker",ci,services,0,0,7
afa0d3fbe50fb873ad79ae5b7cbc08e69eb66d7e,afa0d3f,2025-10-23 20:33:24 +1000,Matthew Donovan,"chore(ops): add debug export tooling and tighten gateway/admin handling",5,142,77,"pnpm-workspace.yaml;services/api-gateway/debug-export.mts;services/api-gateway/src/app.ts;services/api-gateway/src/lib/auth.ts;services/api-gateway/src/routes/admin.data.ts",feat,chore(ops),"code-additions-look-like-feat;subject-not-capitalized;scope-mismatch(scope=ops vs dir=services);possible-breaking-missing-marker",ops,services,0,0,5
86cd6e6ca7dbfba9e2415c5441c661de726df7ba,86cd6e6,2025-10-23 07:10:31 +1000,Matthew Donovan,"chore(ops): define alerting and align gateway behavior with runbook",3,19,1,"docs/ops/alerts.md;docs/ops/runbook.md;services/api-gateway/src/app.ts",refactor,chore(ops),"docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)",ops,docs,0,0,5
c3c9a6820775ae1f5d570a44dd0f26b2e3fab4b0,c3c9a68,2025-10-23 06:59:41 +1000,Matthew Donovan,"chore(ops): add observability and SLO docs",4,96,15,"docs/ops/logging.md;docs/ops/promql.md;docs/ops/runbook.md;docs/ops/slo.md",docs,chore(ops),"docs-claimed-mismatch;subject-not-capitalized;scope-mismatch(scope=ops vs dir=docs)",ops,docs,0,0,5
